index	Journal	Article Title	Year	Affiliation	Country
6736	International journal of systematic and evolutionary microbiology	Description of Acinetobacter venetianus ex Di Cello et al. 1997 sp. nov.	2009	Laboratory Bacteriology Research (LBR), Department of Clinical Chemistry, Ghent University Hospital, 9000 Gent, Belgium. Mario.Vaneechoutte@UGent.be	belgium
6737	International journal of systematic and evolutionary microbiology	Description of Paenisporosarcina quisquiliarum gen. nov., sp. nov., and reclassification of Sporosarcina macmurdoensis Reddy et al. 2003 as Paenisporosarcina macmurdoensis comb. nov.	2009	Microbial Type Culture Collection & Gene Bank (MTCC), Institute of Microbial Technology, Sector 39A, Chandigarh 160 036, India.	india
6738	International journal of systematic and evolutionary microbiology	Sphingomonas aestuarii sp. nov., isolated from tidal flat sediment.	2009	Department of Biology, Kyung Hee University, Seoul 130-701, Korea.	south korea
6739	International journal of systematic and evolutionary microbiology	Mycoplasma leachii sp. nov. as a new species designation for Mycoplasma sp. bovine group 7 of Leach, and reclassification of Mycoplasma mycoides subsp. mycoides LC as a serovar of Mycoplasma mycoides subsp. capri.	2009	CIRAD, UMR 15 Control of Exotic and Emerging Animal Diseases, TA A-15/G, Campus International Baillarguet, 34398 Montpellier Cedex 5, France. lucia.manso-silvan@cirad.fr	france
6740	International journal of systematic and evolutionary microbiology	Description of Leifsonia kafniensis sp. nov. and Leifsonia antarctica sp. nov.	2009	Centre for Cellular and Molecular Biology, Uppal Road, Hyderabad 500 007, India.	india
6741	International journal of systematic and evolutionary microbiology	Paenibacillus pectinilyticus sp. nov., isolated from the gut of Diestrammena apicalis.	2009	Biological Resources Center, KRIBB, Daejeon 305-806, Republic of Korea.	south korea
6742	International journal of systematic and evolutionary microbiology	Mycobacterium kyorinense sp. nov., a novel, slow-growing species, related to Mycobacterium celatum, isolated from human clinical specimens.	2009	Department of Laboratory Medicine, Kyorin University School of Medicine, 6-20-2 Shinkawa, Mitaka-shi, Tokyo 181-8611, Japan.	japan
6743	International journal of systematic and evolutionary microbiology	Streptomyces plumbiresistens sp. nov., a lead-resistant actinomycete isolated from lead-polluted soil in north-west China.	2009	College of Life Sciences, Shaanxi Key Laboratory of Molecular Biology for Agriculture, Northwest A & F University, Yangling Shaanxi 712100, PR China.	china
6744	International journal of systematic and evolutionary microbiology	Pseudidiomarina donghaiensis sp. nov. and Pseudidiomarina maritima sp. nov., isolated from the East China Sea.	2009	College of Life Sciences, Zhejiang University, Hangzhou 310058, PR China.	china
6745	International journal of systematic and evolutionary microbiology	Kocuria halotolerans sp. nov., an actinobacterium isolated from a saline soil in China.	2009	The Key Laboratory for Microbial Resources of the Ministry of Education and Laboratory for Conservation and Utilization of Bio-Resources, Yunnan Institute of Microbiology, Yunnan University, Kunming 650091, PR China.	china
6746	International journal of systematic and evolutionary microbiology	Nautilia abyssi sp. nov., a thermophilic, chemolithoautotrophic, sulfur-reducing bacterium isolated from an East Pacific Rise hydrothermal vent.	2009	UMR6197, Laboratoire de Microbiologie des Environnements Extrêmes, IUEM, Technopôle Brest-Iroise, F-29280 Plouzané, France. Karine.Alain@univ-brest.fr	france
6747	International journal of systematic and evolutionary microbiology	Streptomyces polyantibioticus sp. nov., isolated from the banks of a river.	2009	Department of Molecular and Cell Biology, University of Cape Town, Private Bag 1, Rondebosch 7701, Cape Town, South Africa.	south africa
6748	International journal of systematic and evolutionary microbiology	Haloglycomyces albus gen. nov., sp. nov., a halophilic, filamentous actinomycete of the family Glycomycetaceae.	2009	Key Laboratory of Protection and Utilization of Biological Resources in Tarim Basin of Xinjiang Production & Construction Corps, Tarim University, Alar, Xinjiang 843300, PR China.	china
6749	International journal of systematic and evolutionary microbiology	Halomonas fontilapidosi sp. nov., a moderately halophilic, denitrifying bacterium.	2009	Microbial Exopolysaccharides Research Group, Department of Microbiology, Faculty of Pharmacy, Cartuja Campus, University of Granada, 18071 Granada, Spain.	spain
6750	International journal of systematic and evolutionary microbiology	Pseudomonas xinjiangensis sp. nov., a moderately thermotolerant bacterium isolated from desert sand.	2009	College of Life Sciences, Wuhan University, Wuhan 430072, PR China.	china
6751	International journal of systematic and evolutionary microbiology	Niabella ginsengisoli sp. nov., isolated from soil cultivated with Korean ginseng.	2009	Applied Microbiology Division, National Institute of Agricultural Science and Technology, Rural Development Administration (RDA), Suwon 441-707, Republic of Korea.	south korea
6752	International journal of systematic and evolutionary microbiology	Marispirillum indicum gen. nov., sp. nov., isolated from a deep-sea environment.	2009	Key Laboratory of Marine Biogenetic Resources, Third Institute of Oceanography, State Oceanic Administration, Xiamen 361005, PR China.	china
6753	International journal of systematic and evolutionary microbiology	Herminiimonas glaciei sp. nov., a novel ultramicrobacterium from 3042 m deep Greenland glacial ice.	2009	Department of Biochemistry, The Pennsylvania State University, University Park, PA 16802, USA. JXL26@psu.edu	united states of america
6754	International journal of systematic and evolutionary microbiology	Chitinophaga niabensis sp. nov. and Chitinophaga niastensis sp. nov., isolated from soil.	2009	Applied Microbiology Division, National Institute of Agricultural Science and Technology, Rural Development Administration, Suwon 441-707, Republic of Korea.	south korea
6755	International journal of systematic and evolutionary microbiology	Psychromonas agarivorans sp. nov., a novel agarolytic bacterium.	2009	Marine Biotechnology Institute, 3-75-1 Heita, Kamaishi, Iwate 026-0001, Japan. hosoyas@hotmail.com	japan
6756	FEMS microbiology letters	Bacillus tianmuensis sp. nov., isolated from soil in Tianmu Mountain national natural reserve, Hangzhou, China.	2009	Institute of Microbiology, College of Life Sciences, Zhejiang University, Hangzhou, China.	china
6757	FEMS microbiology letters	Description of Oxalicibacterium horti sp. nov. and Oxalicibacterium faecigallinarum sp. nov., new aerobic, yellow-pigmented, oxalotrophic bacteria.	2009	Mugla University, Egitim Fakultesi, Mugla, Turkey. nsahin@mu.edu.tr	turkey
6758	Antonie van Leeuwenhoek	Virgibacillus litoralis sp. nov., a moderately halophilic bacterium isolated from saline soil.	2009	College of Biology and Environmental Sciences, Department of Financial Management, Jishou University, Jishou 416000, People's Republic of China.	china
6759	The Journal of general and applied microbiology	Prosthecochloris indica sp. nov., a novel green sulfur bacterium from a marine aquaculture pond, Kakinada, India.	2009	Bacterial Discovery Laboratory, Centre for Environment, Institute of Science and Technology, J. N. T. University, Hyderabad, India.	india
6760	The Journal of general and applied microbiology	Chitiniphilus shinanonensis gen. nov., sp. nov., a novel chitin-degrading bacterium belonging to Betaproteobacteria.	2009	Division of Applied Biology, Faculty of Textile Science and Technology, Shinshu University, Nagano, Japan.	japan
6761	The Journal of general and applied microbiology	Desulfovibrio portus sp. nov., a novel sulfate-reducing bacterium in the class Deltaproteobacteria isolated from an estuarine sediment.	2009	Faculty of Agriculture, Yamagata University, Yamagata, Japan.	japan
6762	Journal of microbiology (Seoul, Korea)	Henriciella marina gen. nov., sp. nov., a novel member of the family Hyphomonadaceae isolated from the East Sea.	2009	Department of Microbiology and Microbial Engineering, School of Life Sciences, Fudan University, Shanghai, 200433, PR China.	china
6763	International journal of systematic and evolutionary microbiology	Brevibacillus panacihumi sp. nov., a beta-glucosidase-producing bacterium.	2009	Korean Ginseng Center and Ginseng Genetic Resource Bank, Kyung Hee University, 1 Seocheon-dong, Giheung-gu Yongin-si, Gyeonggi-do 449-701, Republic of Korea.	south korea
6764	International journal of systematic and evolutionary microbiology	Alkalibacterium thalassium sp. nov., Alkalibacterium pelagium sp. nov., Alkalibacterium putridalgicola sp. nov. and Alkalibacterium kapii sp. nov., slightly halophilic and alkaliphilic marine lactic acid bacteria isolated from marine organisms and salted foods collected in Japan and Thailand.	2009	Department of Fermentation Science, Faculty of Applied Bio-Science, Tokyo University of Agriculture, 1-1 Sakuragaoka 1-chome, Setagaya-ku, Tokyo 156-8502, Japan. m1ishika@nodai.ac.jp	japan
6765	International journal of systematic and evolutionary microbiology	Phaeobacter caeruleus sp. nov., a blue-coloured, colony-forming bacterium isolated from a marine electroactive biofilm.	2009	Laboratorium voor Microbiologie, Vakgroep Biochemie, Fysiologie en Microbiologie, Universiteit Gent, K.L. Ledeganckstraat 35, B-9000 Gent, Belgium. Ilse.vandecandelaere@UGent.be	belgium
6766	International journal of systematic and evolutionary microbiology	Marinoscillum gen. nov., a member of the family 'Flexibacteraceae', with Marinoscillum pacificum sp. nov. from a marine sponge and Marinoscillum furvescens nom. rev., comb. nov.	2009	Marine Biotechnology Research Center, Korea Ocean Research and Development Institute, PO Box 29, Ansan 425-600, Republic of Korea.	south korea
6767	International journal of systematic and evolutionary microbiology	Haliea rubra sp. nov., a member of the Gammaproteobacteria from the Mediterranean Sea.	2009	UPMC Univ Paris 06, UMR 7621, Laboratoire d'Océanographie Biologique de Banyuls, Observatoire Océanologique, F-66651, Banyuls/mer, France.	france
6768	International journal of systematic and evolutionary microbiology	Hymenobacter daecheongensis sp. nov., isolated from stream sediment.	2009	Department of Biological Sciences, Korea Advanced Institute of Science and Technology, 373-1 Guseong-dong, Yuseong-gu, Daejeon 305-701, Republic of Korea.	south korea
6769	International journal of systematic and evolutionary microbiology	Sphingomonas japonica sp. nov., isolated from the marine crustacean Paralithodes camtschatica.	2009	Pacific Institute of Bioorganic Chemistry, Far-Eastern Branch, Russian Academy of Sciences, Prospect 100 Let Vladivostoku 159, 690022 Vladivostok, Russia. lro@piboc.dvo.ru	russia
6770	International journal of systematic and evolutionary microbiology	Marinobacterium nitratireducens sp. nov. and Marinobacterium sediminicola sp. nov., isolated from marine sediment.	2009	College of Life Sciences, Zhejiang University, Hangzhou 310058, PR China.	china
6771	International journal of systematic and evolutionary microbiology	Gracilimonas tropica gen. nov., sp. nov., isolated from a Synechococcus culture.	2009	Open and Tropical Research Division, Korea Ocean Research and Development Institute, Ansan 426-744, Republic of Korea.	south korea
6772	International journal of systematic and evolutionary microbiology	Flavobacterium sasangense sp. nov., isolated from a wastewater stream polluted with heavy metals.	2009	Division of Applied Life Science (BK21), PMBBRC and EB-NCRC, Gyeongsang National University, Jinju 660-701, Republic of Korea.	south korea
